playername	month	year	revid
Rollie%20Fingers	10	2009	314242497
Rollie%20Fingers	10	2010	385964756
Rollie%20Fingers	10	2011	451251865
Rollie%20Fingers	11	2006	84893814
Rollie%20Fingers	11	2007	167766095
Rollie%20Fingers	11	2008	246811868
Rollie%20Fingers	11	2009	322387242
Rollie%20Fingers	11	2010	393126179
Rollie%20Fingers	11	2011	451251865
Rollie%20Fingers	12	2006	88362059
Rollie%20Fingers	12	2007	171267207
Rollie%20Fingers	12	2008	255081640
Rollie%20Fingers	12	2009	326488607
Rollie%20Fingers	12	2010	395736286
Rollie%20Fingers	12	2011	461023685
Jim%20Finigan	1	2006	0
Jim%20Finigan	1	2007	93724951
Jim%20Finigan	1	2008	153381539
Jim%20Finigan	1	2009	243371038
Jim%20Finigan	1	2010	334514174
Jim%20Finigan	1	2011	393161209
Jim%20Finigan	2	2006	0
Jim%20Finigan	2	2007	93724951
Jim%20Finigan	2	2008	153381539
Jim%20Finigan	2	2009	243371038
Jim%20Finigan	2	2010	334514174
Jim%20Finigan	2	2011	393161209
Jim%20Finigan	3	2006	0
Jim%20Finigan	3	2007	93724951
Jim%20Finigan	3	2008	190271346
Jim%20Finigan	3	2009	243371038
Jim%20Finigan	3	2010	334514174
Jim%20Finigan	3	2011	411618689
Jim%20Finigan	4	2006	0
Jim%20Finigan	4	2007	93724951
Jim%20Finigan	4	2008	200705972
Jim%20Finigan	4	2009	243371038
Jim%20Finigan	4	2010	334514174
Jim%20Finigan	4	2011	411618689
Jim%20Finigan	5	2006	0
Jim%20Finigan	5	2007	93724951
Jim%20Finigan	5	2008	200705972
Jim%20Finigan	5	2009	284441897
Jim%20Finigan	5	2010	334514174
Jim%20Finigan	5	2011	411618689
Jim%20Finigan	6	2006	0
Jim%20Finigan	6	2007	93724951
Jim%20Finigan	6	2008	200705972
Jim%20Finigan	6	2009	284441897
Jim%20Finigan	6	2010	365099248
Jim%20Finigan	6	2011	411618689
Jim%20Finigan	7	2006	0
Jim%20Finigan	7	2007	93724951
Jim%20Finigan	7	2008	200705972
Jim%20Finigan	7	2009	298817402
Jim%20Finigan	7	2010	365099248
Jim%20Finigan	7	2011	435150886
Jim%20Finigan	8	2006	0
Jim%20Finigan	8	2007	93724951
Jim%20Finigan	8	2008	228734721
Jim%20Finigan	8	2009	298817402
Jim%20Finigan	8	2010	365099248
Jim%20Finigan	8	2011	435150886
Jim%20Finigan	9	2006	0
Jim%20Finigan	9	2007	153381539
Jim%20Finigan	9	2008	234392556
Jim%20Finigan	9	2009	298817402
Jim%20Finigan	9	2010	365099248
Jim%20Finigan	9	2011	435150886
Jim%20Finigan	10	2006	77101221
Jim%20Finigan	10	2007	153381539
Jim%20Finigan	10	2008	234392556
Jim%20Finigan	10	2009	298817402
Jim%20Finigan	10	2010	365099248
Jim%20Finigan	10	2011	435150886
Jim%20Finigan	11	2006	77101221
Jim%20Finigan	11	2007	153381539
Jim%20Finigan	11	2008	243371038
Jim%20Finigan	11	2009	298817402
Jim%20Finigan	11	2010	393161209
Jim%20Finigan	11	2011	435150886
Jim%20Finigan	12	2006	77101221
Jim%20Finigan	12	2007	153381539
Jim%20Finigan	12	2008	243371038
Jim%20Finigan	12	2009	298817402
Jim%20Finigan	12	2010	393161209
Jim%20Finigan	12	2011	435150886
Chuck%20Finley	1	2006	24984962
Chuck%20Finley	1	2007	93922954
Chuck%20Finley	1	2008	179392761
Chuck%20Finley	1	2009	255025865
Chuck%20Finley	1	2010	334189698
Chuck%20Finley	1	2011	404148240
Chuck%20Finley	2	2006	37049465
Chuck%20Finley	2	2007	93922954
Chuck%20Finley	2	2008	187431176
Chuck%20Finley	2	2009	262246880
Chuck%20Finley	2	2010	339341455
Chuck%20Finley	2	2011	404148240
Chuck%20Finley	3	2006	37049465
Chuck%20Finley	3	2007	93922954
Chuck%20Finley	3	2008	187431176
Chuck%20Finley	3	2009	269212357
Chuck%20Finley	3	2010	339341455
Chuck%20Finley	3	2011	412532690
Chuck%20Finley	4	2006	44613714
Chuck%20Finley	4	2007	117993462
Chuck%20Finley	4	2008	199005307
Chuck%20Finley	4	2009	280946407
Chuck%20Finley	4	2010	351993764
Chuck%20Finley	4	2011	417156434
Chuck%20Finley	5	2006	48601599
Chuck%20Finley	5	2007	117993462
Chuck%20Finley	5	2008	207671753
Chuck%20Finley	5	2009	281396575
Chuck%20Finley	5	2010	351993764
Chuck%20Finley	5	2011	426655936
Chuck%20Finley	6	2006	56039356
Chuck%20Finley	6	2007	117993462
Chuck%20Finley	6	2008	207671753
Chuck%20Finley	6	2009	281396575
Chuck%20Finley	6	2010	365108294
Chuck%20Finley	6	2011	426655936
Chuck%20Finley	7	2006	58262028
Chuck%20Finley	7	2007	136202371
Chuck%20Finley	7	2008	222682422
Chuck%20Finley	7	2009	296026621
Chuck%20Finley	7	2010	365410493
Chuck%20Finley	7	2011	433697047
Chuck%20Finley	8	2006	64343426
Chuck%20Finley	8	2007	145205553
Chuck%20Finley	8	2008	226148120
Chuck%20Finley	8	2009	304236882
Chuck%20Finley	8	2010	374082304
Chuck%20Finley	8	2011	441961765
Chuck%20Finley	9	2006	72711680
Chuck%20Finley	9	2007	153413482
Chuck%20Finley	9	2008	234563101
Chuck%20Finley	9	2009	310484348
Chuck%20Finley	9	2010	380250648
Chuck%20Finley	9	2011	442851748
Chuck%20Finley	10	2006	76901596
Chuck%20Finley	10	2007	159272265
Chuck%20Finley	10	2008	236750087
Chuck%20Finley	10	2009	314155666
Chuck%20Finley	10	2010	384715904
Chuck%20Finley	10	2011	452624062
Chuck%20Finley	11	2006	76901596
Chuck%20Finley	11	2007	166944682
Chuck%20Finley	11	2008	242231778
Chuck%20Finley	11	2009	321460206
Chuck%20Finley	11	2010	393378462
Chuck%20Finley	11	2011	453299200
Chuck%20Finley	12	2006	76901596
Chuck%20Finley	12	2007	173838587
Chuck%20Finley	12	2008	255025865
Chuck%20Finley	12	2009	321460206
Chuck%20Finley	12	2010	399745068
Chuck%20Finley	12	2011	458834027
Lou%20Finney	1	2006	0
Lou%20Finney	1	2007	96164313
Lou%20Finney	1	2008	171441771
Lou%20Finney	1	2009	234356308
Lou%20Finney	1	2010	333471288
Lou%20Finney	1	2011	393167642
Lou%20Finney	2	2006	0
Lou%20Finney	2	2007	96164313
Lou%20Finney	2	2008	171441771
Lou%20Finney	2	2009	234356308
Lou%20Finney	2	2010	337244997
Lou%20Finney	2	2011	393167642
Lou%20Finney	3	2006	0
Lou%20Finney	3	2007	106340503
Lou%20Finney	3	2008	193831680
Lou%20Finney	3	2009	268411936
Lou%20Finney	3	2010	337244997
Lou%20Finney	3	2011	393167642
Lou%20Finney	4	2006	0
Lou%20Finney	4	2007	106340503
Lou%20Finney	4	2008	193831680
Lou%20Finney	4	2009	268411936
Lou%20Finney	4	2010	337244997
Lou%20Finney	4	2011	393167642
Lou%20Finney	5	2006	0
Lou%20Finney	5	2007	106340503
Lou%20Finney	5	2008	193831680
Lou%20Finney	5	2009	268411936
Lou%20Finney	5	2010	337244997
Lou%20Finney	5	2011	393167642
Lou%20Finney	6	2006	0
Lou%20Finney	6	2007	106340503
Lou%20Finney	6	2008	193831680
Lou%20Finney	6	2009	268411936
Lou%20Finney	6	2010	364884011
Lou%20Finney	6	2011	393167642
Lou%20Finney	7	2006	0
Lou%20Finney	7	2007	106340503
Lou%20Finney	7	2008	193831680
Lou%20Finney	7	2009	268411936
Lou%20Finney	7	2010	364884011
Lou%20Finney	7	2011	436204757
Lou%20Finney	8	2006	0
Lou%20Finney	8	2007	106340503
Lou%20Finney	8	2008	193831680
Lou%20Finney	8	2009	268411936
Lou%20Finney	8	2010	364884011
Lou%20Finney	8	2011	436204757
Lou%20Finney	9	2006	69387069
Lou%20Finney	9	2007	106340503
Lou%20Finney	9	2008	234356308
Lou%20Finney	9	2009	268411936
Lou%20Finney	9	2010	380018582
Lou%20Finney	9	2011	436204757
Lou%20Finney	10	2006	69387069
Lou%20Finney	10	2007	106340503
Lou%20Finney	10	2008	234356308
Lou%20Finney	10	2009	268411936
Lou%20Finney	10	2010	380018582
Lou%20Finney	10	2011	436204757
Lou%20Finney	11	2006	83894872
Lou%20Finney	11	2007	106340503
Lou%20Finney	11	2008	234356308
Lou%20Finney	11	2009	268411936
Lou%20Finney	11	2010	393167642
Lou%20Finney	11	2011	436204757
Lou%20Finney	12	2006	83894872
Lou%20Finney	12	2007	171441771
Lou%20Finney	12	2008	234356308
Lou%20Finney	12	2009	268411936
Lou%20Finney	12	2010	393167642
Lou%20Finney	12	2011	461534646
Eddie%20Fisher	1	2006	0
Eddie%20Fisher	1	2007	0
Eddie%20Fisher	1	2008	0
Eddie%20Fisher	1	2009	241006543
Eddie%20Fisher	1	2010	265681584
Eddie%20Fisher	1	2011	265681584
Eddie%20Fisher	2	2006	0
Eddie%20Fisher	2	2007	0
Eddie%20Fisher	2	2008	0
Eddie%20Fisher	2	2009	265681584
Eddie%20Fisher	2	2010	265681584
Eddie%20Fisher	2	2011	265681584
Eddie%20Fisher	3	2006	0
Eddie%20Fisher	3	2007	0
Eddie%20Fisher	3	2008	0
Eddie%20Fisher	3	2009	265681584
Eddie%20Fisher	3	2010	265681584
Eddie%20Fisher	3	2011	265681584
Eddie%20Fisher	4	2006	0
Eddie%20Fisher	4	2007	0
Eddie%20Fisher	4	2008	0
Eddie%20Fisher	4	2009	265681584
Eddie%20Fisher	4	2010	265681584
Eddie%20Fisher	4	2011	265681584
Eddie%20Fisher	5	2006	0
Eddie%20Fisher	5	2007	0
Eddie%20Fisher	5	2008	0
Eddie%20Fisher	5	2009	265681584
Eddie%20Fisher	5	2010	265681584
Eddie%20Fisher	5	2011	265681584
Eddie%20Fisher	6	2006	0
Eddie%20Fisher	6	2007	0
Eddie%20Fisher	6	2008	0
Eddie%20Fisher	6	2009	265681584
Eddie%20Fisher	6	2010	265681584
Eddie%20Fisher	6	2011	265681584
Eddie%20Fisher	7	2006	0
Eddie%20Fisher	7	2007	0
Eddie%20Fisher	7	2008	0
Eddie%20Fisher	7	2009	265681584
Eddie%20Fisher	7	2010	265681584
Eddie%20Fisher	7	2011	265681584
Eddie%20Fisher	8	2006	0
Eddie%20Fisher	8	2007	0
Eddie%20Fisher	8	2008	0
Eddie%20Fisher	8	2009	265681584
Eddie%20Fisher	8	2010	265681584
Eddie%20Fisher	8	2011	265681584
Eddie%20Fisher	9	2006	0
Eddie%20Fisher	9	2007	0
Eddie%20Fisher	9	2008	0
Eddie%20Fisher	9	2009	265681584
Eddie%20Fisher	9	2010	265681584
Eddie%20Fisher	9	2011	265681584
Eddie%20Fisher	10	2006	0
Eddie%20Fisher	10	2007	0
Eddie%20Fisher	10	2008	241006543
Eddie%20Fisher	10	2009	265681584
Eddie%20Fisher	10	2010	265681584
Eddie%20Fisher	10	2011	265681584
Eddie%20Fisher	11	2006	0
Eddie%20Fisher	11	2007	0
Eddie%20Fisher	11	2008	241006543
Eddie%20Fisher	11	2009	265681584
Eddie%20Fisher	11	2010	265681584
Eddie%20Fisher	11	2011	265681584
Eddie%20Fisher	12	2006	0
Eddie%20Fisher	12	2007	0
Eddie%20Fisher	12	2008	241006543
Eddie%20Fisher	12	2009	265681584
Eddie%20Fisher	12	2010	265681584
Eddie%20Fisher	12	2011	265681584
Carlton%20Fisk	1	2006	31103838
Carlton%20Fisk	1	2007	96121550
Carlton%20Fisk	1	2008	181052869
Carlton%20Fisk	1	2009	259755586
Carlton%20Fisk	1	2010	334312846
Carlton%20Fisk	1	2011	404886915
Carlton%20Fisk	2	2006	36591141
Carlton%20Fisk	2	2007	104408215
Carlton%20Fisk	2	2008	184421753
Carlton%20Fisk	2	2009	265882898
Carlton%20Fisk	2	2010	338850190
Carlton%20Fisk	2	2011	405949214
Carlton%20Fisk	3	2006	39537405
Carlton%20Fisk	3	2007	111256318
Carlton%20Fisk	3	2008	190315904
Carlton%20Fisk	3	2009	271054781
Carlton%20Fisk	3	2010	343550410
Carlton%20Fisk	3	2011	416184958
Carlton%20Fisk	4	2006	43728798
Carlton%20Fisk	4	2007	113883408
Carlton%20Fisk	4	2008	202183224
Carlton%20Fisk	4	2009	280793758
Carlton%20Fisk	4	2010	353251936
Carlton%20Fisk	4	2011	421055686
Carlton%20Fisk	5	2006	50165590
Carlton%20Fisk	5	2007	126194600
Carlton%20Fisk	5	2008	205687501
Carlton%20Fisk	5	2009	285748966
Carlton%20Fisk	5	2010	356840766
Carlton%20Fisk	5	2011	424811225
Carlton%20Fisk	6	2006	54771436
Carlton%20Fisk	6	2007	131302358
Carlton%20Fisk	6	2008	216068034
Carlton%20Fisk	6	2009	292607894
Carlton%20Fisk	6	2010	365252454
Carlton%20Fisk	6	2011	428963199
Carlton%20Fisk	7	2006	59371288
Carlton%20Fisk	7	2007	141099554
Carlton%20Fisk	7	2008	222686419
Carlton%20Fisk	7	2009	298105457
Carlton%20Fisk	7	2010	370177222
Carlton%20Fisk	7	2011	436176740
Carlton%20Fisk	8	2006	66887383
Carlton%20Fisk	8	2007	148271440
Carlton%20Fisk	8	2008	228934725
Carlton%20Fisk	8	2009	304733590
Carlton%20Fisk	8	2010	374455709
Carlton%20Fisk	8	2011	441871051
Carlton%20Fisk	9	2006	73090458
Carlton%20Fisk	9	2007	153913897
Carlton%20Fisk	9	2008	235075943
Carlton%20Fisk	9	2009	309170947
Carlton%20Fisk	9	2010	381798076
Carlton%20Fisk	9	2011	447076936
Carlton%20Fisk	10	2006	76708555
Carlton%20Fisk	10	2007	159759014
Carlton%20Fisk	10	2008	241890522
Carlton%20Fisk	10	2009	313654123
Carlton%20Fisk	10	2010	384882081
Carlton%20Fisk	10	2011	452949968
Carlton%20Fisk	11	2006	83579804
Carlton%20Fisk	11	2007	167634243
Carlton%20Fisk	11	2008	247477424
Carlton%20Fisk	11	2009	322068566
Carlton%20Fisk	11	2010	393644296
Carlton%20Fisk	11	2011	457875226
Carlton%20Fisk	12	2006	88176678
Carlton%20Fisk	12	2007	172788385
Carlton%20Fisk	12	2008	252364194
Carlton%20Fisk	12	2009	324777677
Carlton%20Fisk	12	2010	399610221
Carlton%20Fisk	12	2011	457875226
Mike%20Flanagan	1	2006	17151816
Mike%20Flanagan	1	2007	75842625
Mike%20Flanagan	1	2008	178470295
Mike%20Flanagan	1	2009	241361292
Mike%20Flanagan	1	2010	295320231
Mike%20Flanagan	1	2011	388271191
Mike%20Flanagan	2	2006	17151816
Mike%20Flanagan	2	2007	75842625
Mike%20Flanagan	2	2008	178470295
Mike%20Flanagan	2	2009	262938063
Mike%20Flanagan	2	2010	295320231
Mike%20Flanagan	2	2011	388271191
Mike%20Flanagan	3	2006	17151816
Mike%20Flanagan	3	2007	75842625
Mike%20Flanagan	3	2008	178470295
Mike%20Flanagan	3	2009	262938063
Mike%20Flanagan	3	2010	295320231
Mike%20Flanagan	3	2011	388271191
Mike%20Flanagan	4	2006	17151816
Mike%20Flanagan	4	2007	75842625
Mike%20Flanagan	4	2008	196045186
Mike%20Flanagan	4	2009	262938063
Mike%20Flanagan	4	2010	295320231
Mike%20Flanagan	4	2011	388271191
Mike%20Flanagan	5	2006	17151816
Mike%20Flanagan	5	2007	75842625
Mike%20Flanagan	5	2008	196045186
Mike%20Flanagan	5	2009	285636778
Mike%20Flanagan	5	2010	295320231
Mike%20Flanagan	5	2011	388271191
Mike%20Flanagan	6	2006	17151816
Mike%20Flanagan	6	2007	75842625
Mike%20Flanagan	6	2008	196045186
Mike%20Flanagan	6	2009	285636778
Mike%20Flanagan	6	2010	295320231
Mike%20Flanagan	6	2011	431517969
Mike%20Flanagan	7	2006	17151816
Mike%20Flanagan	7	2007	75842625
Mike%20Flanagan	7	2008	196045186
Mike%20Flanagan	7	2009	295320231
Mike%20Flanagan	7	2010	295320231
Mike%20Flanagan	7	2011	431517969
Mike%20Flanagan	8	2006	63723755
Mike%20Flanagan	8	2007	75842625
Mike%20Flanagan	8	2008	228023533
Mike%20Flanagan	8	2009	295320231
Mike%20Flanagan	8	2010	295320231
Mike%20Flanagan	8	2011	431517969
Mike%20Flanagan	9	2006	63723755
Mike%20Flanagan	9	2007	152748095
Mike%20Flanagan	9	2008	228023533
Mike%20Flanagan	9	2009	295320231
Mike%20Flanagan	9	2010	378778001
Mike%20Flanagan	9	2011	446594131
Mike%20Flanagan	10	2006	75842625
Mike%20Flanagan	10	2007	158679217
Mike%20Flanagan	10	2008	241361292
Mike%20Flanagan	10	2009	295320231
Mike%20Flanagan	10	2010	378778001
Mike%20Flanagan	10	2011	446594131
Mike%20Flanagan	11	2006	75842625
Mike%20Flanagan	11	2007	158679217
Mike%20Flanagan	11	2008	241361292
Mike%20Flanagan	11	2009	295320231
Mike%20Flanagan	11	2010	388271191
Mike%20Flanagan	11	2011	446594131
Mike%20Flanagan	12	2006	75842625
Mike%20Flanagan	12	2007	158679217
Mike%20Flanagan	12	2008	241361292
Mike%20Flanagan	12	2009	295320231
Mike%20Flanagan	12	2010	388271191
Mike%20Flanagan	12	2011	446594131
Elbie%20Fletcher	1	2006	0
Elbie%20Fletcher	1	2007	96024341
Elbie%20Fletcher	1	2008	163819406
Elbie%20Fletcher	1	2009	232112831
Elbie%20Fletcher	1	2010	333228184
Elbie%20Fletcher	1	2011	389615230
Elbie%20Fletcher	2	2006	0
Elbie%20Fletcher	2	2007	96024341
Elbie%20Fletcher	2	2008	163819406
Elbie%20Fletcher	2	2009	264885282
Elbie%20Fletcher	2	2010	333228184
Elbie%20Fletcher	2	2011	389615230
Elbie%20Fletcher	3	2006	0
Elbie%20Fletcher	3	2007	96024341
Elbie%20Fletcher	3	2008	163819406
Elbie%20Fletcher	3	2009	264885282
Elbie%20Fletcher	3	2010	333228184
Elbie%20Fletcher	3	2011	389615230
Elbie%20Fletcher	4	2006	0
Elbie%20Fletcher	4	2007	115085011
Elbie%20Fletcher	4	2008	163819406
Elbie%20Fletcher	4	2009	264885282
Elbie%20Fletcher	4	2010	333228184
Elbie%20Fletcher	4	2011	389615230
Elbie%20Fletcher	5	2006	0
Elbie%20Fletcher	5	2007	115085011
Elbie%20Fletcher	5	2008	163819406
Elbie%20Fletcher	5	2009	264885282
Elbie%20Fletcher	5	2010	333228184
Elbie%20Fletcher	5	2011	389615230
Elbie%20Fletcher	6	2006	0
Elbie%20Fletcher	6	2007	115085011
Elbie%20Fletcher	6	2008	163819406
Elbie%20Fletcher	6	2009	290109389
Elbie%20Fletcher	6	2010	333228184
Elbie%20Fletcher	6	2011	389615230
Elbie%20Fletcher	7	2006	57828765
Elbie%20Fletcher	7	2007	115085011
Elbie%20Fletcher	7	2008	163819406
Elbie%20Fletcher	7	2009	290109389
Elbie%20Fletcher	7	2010	333228184
Elbie%20Fletcher	7	2011	389615230
Elbie%20Fletcher	8	2006	65222616
Elbie%20Fletcher	8	2007	115085011
Elbie%20Fletcher	8	2008	225026942
Elbie%20Fletcher	8	2009	290109389
Elbie%20Fletcher	8	2010	333228184
Elbie%20Fletcher	8	2011	437801096
Elbie%20Fletcher	9	2006	65222616
Elbie%20Fletcher	9	2007	115085011
Elbie%20Fletcher	9	2008	232112831
Elbie%20Fletcher	9	2009	290109389
Elbie%20Fletcher	9	2010	382163711
Elbie%20Fletcher	9	2011	437801096
Elbie%20Fletcher	10	2006	65222616
Elbie%20Fletcher	10	2007	115085011
Elbie%20Fletcher	10	2008	232112831
Elbie%20Fletcher	10	2009	290109389
Elbie%20Fletcher	10	2010	382163711
Elbie%20Fletcher	10	2011	437801096
Elbie%20Fletcher	11	2006	83550489
Elbie%20Fletcher	11	2007	163819406
Elbie%20Fletcher	11	2008	232112831
Elbie%20Fletcher	11	2009	290109389
Elbie%20Fletcher	11	2010	389615230
Elbie%20Fletcher	11	2011	437801096
Elbie%20Fletcher	12	2006	83550489
Elbie%20Fletcher	12	2007	163819406
Elbie%20Fletcher	12	2008	232112831
Elbie%20Fletcher	12	2009	290109389
Elbie%20Fletcher	12	2010	389615230
Elbie%20Fletcher	12	2011	437801096
Curt%20Flood	1	2006	32601754
Curt%20Flood	1	2007	97622046
Curt%20Flood	1	2008	163300713
Curt%20Flood	1	2009	259323603
Curt%20Flood	1	2010	334377815
Curt%20Flood	1	2011	403204695
Curt%20Flood	2	2006	36835577
Curt%20Flood	2	2007	104634055
Curt%20Flood	2	2008	186661670
Curt%20Flood	2	2009	264332827
Curt%20Flood	2	2010	340066250
Curt%20Flood	2	2011	403204695
Curt%20Flood	3	2006	39217320
Curt%20Flood	3	2007	110494485
Curt%20Flood	3	2008	194967886
Curt%20Flood	3	2009	268197340
Curt%20Flood	3	2010	346449758
Curt%20Flood	3	2011	411482764
Curt%20Flood	4	2006	45889994
Curt%20Flood	4	2007	118537858
Curt%20Flood	4	2008	201346967
Curt%20Flood	4	2009	276288595
Curt%20Flood	4	2010	347442846
Curt%20Flood	4	2011	419577132
Curt%20Flood	5	2006	50377247
Curt%20Flood	5	2007	126206367
Curt%20Flood	5	2008	208670105
Curt%20Flood	5	2009	276288595
Curt%20Flood	5	2010	347442846
Curt%20Flood	5	2011	425425548
Curt%20Flood	6	2006	54805087
Curt%20Flood	6	2007	128016204
Curt%20Flood	6	2008	212720982
Curt%20Flood	6	2009	292920982
Curt%20Flood	6	2010	365288921
Curt%20Flood	6	2011	431592508
Curt%20Flood	7	2006	59738580
Curt%20Flood	7	2007	141391612
Curt%20Flood	7	2008	217818247
Curt%20Flood	7	2009	299343498
Curt%20Flood	7	2010	368684793
Curt%20Flood	7	2011	436635142
Curt%20Flood	8	2006	66821505
Curt%20Flood	8	2007	145157829
Curt%20Flood	8	2008	224303580
Curt%20Flood	8	2009	304558793
Curt%20Flood	8	2010	375661745
Curt%20Flood	8	2011	441937622
Curt%20Flood	9	2006	72285879
Curt%20Flood	9	2007	152677514
Curt%20Flood	9	2008	234602507
Curt%20Flood	9	2009	307251898
Curt%20Flood	9	2010	381715978
Curt%20Flood	9	2011	445791211
Curt%20Flood	10	2006	72285879
Curt%20Flood	10	2007	160274108
Curt%20Flood	10	2008	239596891
Curt%20Flood	10	2009	314206432
Curt%20Flood	10	2010	383578977
Curt%20Flood	10	2011	453093718
Curt%20Flood	11	2006	84139000
Curt%20Flood	11	2007	163300713
Curt%20Flood	11	2008	245014549
Curt%20Flood	11	2009	321071235
Curt%20Flood	11	2010	392719195
Curt%20Flood	11	2011	455251444
Curt%20Flood	12	2006	89759499
Curt%20Flood	12	2007	163300713
Curt%20Flood	12	2008	253053279
Curt%20Flood	12	2009	326465628
Curt%20Flood	12	2010	397360490
Curt%20Flood	12	2011	463380133
Hank%20Foiles	1	2006	0
Hank%20Foiles	1	2007	0
Hank%20Foiles	1	2008	143883006
Hank%20Foiles	1	2009	234609217
Hank%20Foiles	1	2010	334227351
Hank%20Foiles	1	2011	393193471
Hank%20Foiles	2	2006	0
Hank%20Foiles	2	2007	0
Hank%20Foiles	2	2008	143883006
Hank%20Foiles	2	2009	266303931
Hank%20Foiles	2	2010	334227351
Hank%20Foiles	2	2011	393193471
Hank%20Foiles	3	2006	0
Hank%20Foiles	3	2007	0
Hank%20Foiles	3	2008	143883006
Hank%20Foiles	3	2009	266303931
Hank%20Foiles	3	2010	334227351
Hank%20Foiles	3	2011	415883738
Hank%20Foiles	4	2006	0
Hank%20Foiles	4	2007	0
Hank%20Foiles	4	2008	143883006
Hank%20Foiles	4	2009	266303931
Hank%20Foiles	4	2010	334227351
Hank%20Foiles	4	2011	415883738
Hank%20Foiles	5	2006	0
Hank%20Foiles	5	2007	0
Hank%20Foiles	5	2008	143883006
Hank%20Foiles	5	2009	283853904
Hank%20Foiles	5	2010	334227351
Hank%20Foiles	5	2011	415883738
Hank%20Foiles	6	2006	0
Hank%20Foiles	6	2007	0
Hank%20Foiles	6	2008	143883006
Hank%20Foiles	6	2009	292770293
Hank%20Foiles	6	2010	365284218
Hank%20Foiles	6	2011	415883738
Hank%20Foiles	7	2006	0
Hank%20Foiles	7	2007	139670943
Hank%20Foiles	7	2008	221108479
Hank%20Foiles	7	2009	295996534
Hank%20Foiles	7	2010	367309808
Hank%20Foiles	7	2011	435166132
Hank%20Foiles	8	2006	0
Hank%20Foiles	8	2007	143883006
Hank%20Foiles	8	2008	226362675
Hank%20Foiles	8	2009	295996534
Hank%20Foiles	8	2010	373084531
Hank%20Foiles	8	2011	435166132
Hank%20Foiles	9	2006	0
Hank%20Foiles	9	2007	143883006
Hank%20Foiles	9	2008	234609217
Hank%20Foiles	9	2009	295996534
Hank%20Foiles	9	2010	373084531
Hank%20Foiles	9	2011	435166132
Hank%20Foiles	10	2006	0
Hank%20Foiles	10	2007	143883006
Hank%20Foiles	10	2008	234609217
Hank%20Foiles	10	2009	316089409
Hank%20Foiles	10	2010	373084531
Hank%20Foiles	10	2011	435166132
Hank%20Foiles	11	2006	0
Hank%20Foiles	11	2007	143883006
Hank%20Foiles	11	2008	234609217
Hank%20Foiles	11	2009	316089409
Hank%20Foiles	11	2010	393193471
Hank%20Foiles	11	2011	435166132
Hank%20Foiles	12	2006	0
Hank%20Foiles	12	2007	143883006
Hank%20Foiles	12	2008	234609217
Hank%20Foiles	12	2009	316089409
Hank%20Foiles	12	2010	393193471
Hank%20Foiles	12	2011	461515981
Whitey%20Ford	1	2006	31717385
Whitey%20Ford	1	2007	97239069
Whitey%20Ford	1	2008	180779427
Whitey%20Ford	1	2009	260030516
Whitey%20Ford	1	2010	333702989
Whitey%20Ford	1	2011	394198421
Whitey%20Ford	2	2006	35439149
Whitey%20Ford	2	2007	102809563
Whitey%20Ford	2	2008	186292401
Whitey%20Ford	2	2009	266912919
Whitey%20Ford	2	2010	340418724
Whitey%20Ford	2	2011	394198421
Whitey%20Ford	3	2006	40813148
Whitey%20Ford	3	2007	106083624
Whitey%20Ford	3	2008	190759316
Whitey%20Ford	3	2009	269881508
Whitey%20Ford	3	2010	346684656
Whitey%20Ford	3	2011	415670872
Whitey%20Ford	4	2006	45625394
Whitey%20Ford	4	2007	117283729
Whitey%20Ford	4	2008	201897960
Whitey%20Ford	4	2009	279502390
Whitey%20Ford	4	2010	352017861
Whitey%20Ford	4	2011	420580786
Whitey%20Ford	5	2006	45625394
Whitey%20Ford	5	2007	127180233
Whitey%20Ford	5	2008	206798342
Whitey%20Ford	5	2009	285135958
Whitey%20Ford	5	2010	359114725
Whitey%20Ford	5	2011	426045854
Whitey%20Ford	6	2006	56084149
Whitey%20Ford	6	2007	134320088
Whitey%20Ford	6	2008	214323042
Whitey%20Ford	6	2009	291683467
Whitey%20Ford	6	2010	365322504
Whitey%20Ford	6	2011	431674160
Whitey%20Ford	7	2006	61417385
Whitey%20Ford	7	2007	141099535
Whitey%20Ford	7	2008	221477276
Whitey%20Ford	7	2009	298180388
Whitey%20Ford	7	2010	369651794
Whitey%20Ford	7	2011	436602182
Whitey%20Ford	8	2006	66690429
Whitey%20Ford	8	2007	148135613
Whitey%20Ford	8	2008	228934739
Whitey%20Ford	8	2009	303645401
Whitey%20Ford	8	2010	376315214
Whitey%20Ford	8	2011	436602182
Whitey%20Ford	9	2006	72240427
Whitey%20Ford	9	2007	154718717
Whitey%20Ford	9	2008	234567821
Whitey%20Ford	9	2009	309571915
Whitey%20Ford	9	2010	381350918
Whitey%20Ford	9	2011	442783036
Whitey%20Ford	10	2006	76463317
Whitey%20Ford	10	2007	159206315
Whitey%20Ford	10	2008	240315955
Whitey%20Ford	10	2009	316685762
Whitey%20Ford	10	2010	386461339
Whitey%20Ford	10	2011	449020104
Whitey%20Ford	11	2006	82485680
Whitey%20Ford	11	2007	166397954
Whitey%20Ford	11	2008	248201212
Whitey%20Ford	11	2009	321470288
Whitey%20Ford	11	2010	394056915
Whitey%20Ford	11	2011	456046956
Whitey%20Ford	12	2006	91267048
Whitey%20Ford	12	2007	174873901
