playername	month	year	revs
Dave%20Chalk	5	2006	0
Dave%20Chalk	5	2007	1
Dave%20Chalk	5	2008	1
Dave%20Chalk	5	2009	0
Dave%20Chalk	5	2010	0
Dave%20Chalk	5	2011	0
Dave%20Chalk	6	2006	4
Dave%20Chalk	6	2007	1
Dave%20Chalk	6	2008	0
Dave%20Chalk	6	2009	0
Dave%20Chalk	6	2010	0
Dave%20Chalk	6	2011	1
Dave%20Chalk	7	2006	2
Dave%20Chalk	7	2007	1
Dave%20Chalk	7	2008	0
Dave%20Chalk	7	2009	0
Dave%20Chalk	7	2010	1
Dave%20Chalk	7	2011	0
Dave%20Chalk	8	2006	2
Dave%20Chalk	8	2007	0
Dave%20Chalk	8	2008	4
Dave%20Chalk	8	2009	0
Dave%20Chalk	8	2010	0
Dave%20Chalk	8	2011	1
Dave%20Chalk	9	2006	0
Dave%20Chalk	9	2007	0
Dave%20Chalk	9	2008	0
Dave%20Chalk	9	2009	0
Dave%20Chalk	9	2010	0
Dave%20Chalk	9	2011	0
Dave%20Chalk	10	2006	0
Dave%20Chalk	10	2007	0
Dave%20Chalk	10	2008	0
Dave%20Chalk	10	2009	1
Dave%20Chalk	10	2010	2
Dave%20Chalk	10	2011	0
Dave%20Chalk	11	2006	0
Dave%20Chalk	11	2007	0
Dave%20Chalk	11	2008	1
Dave%20Chalk	11	2009	0
Dave%20Chalk	11	2010	0
Dave%20Chalk	11	2011	1
Dave%20Chalk	12	2006	3
Dave%20Chalk	12	2007	0
Dave%20Chalk	12	2008	0
Dave%20Chalk	12	2009	2
Dave%20Chalk	12	2010	0
Dave%20Chalk	12	2011	0
Chris%20Chambliss	1	2006	1
Chris%20Chambliss	1	2007	0
Chris%20Chambliss	1	2008	2
Chris%20Chambliss	1	2009	1
Chris%20Chambliss	1	2010	0
Chris%20Chambliss	1	2011	1
Chris%20Chambliss	2	2006	9
Chris%20Chambliss	2	2007	0
Chris%20Chambliss	2	2008	3
Chris%20Chambliss	2	2009	0
Chris%20Chambliss	2	2010	0
Chris%20Chambliss	2	2011	0
Chris%20Chambliss	3	2006	1
Chris%20Chambliss	3	2007	2
Chris%20Chambliss	3	2008	2
Chris%20Chambliss	3	2009	4
Chris%20Chambliss	3	2010	0
Chris%20Chambliss	3	2011	3
Chris%20Chambliss	4	2006	5
Chris%20Chambliss	4	2007	0
Chris%20Chambliss	4	2008	5
Chris%20Chambliss	4	2009	0
Chris%20Chambliss	4	2010	0
Chris%20Chambliss	4	2011	2
Chris%20Chambliss	5	2006	2
Chris%20Chambliss	5	2007	2
Chris%20Chambliss	5	2008	5
Chris%20Chambliss	5	2009	2
Chris%20Chambliss	5	2010	0
Chris%20Chambliss	5	2011	1
Chris%20Chambliss	6	2006	3
Chris%20Chambliss	6	2007	2
Chris%20Chambliss	6	2008	0
Chris%20Chambliss	6	2009	0
Chris%20Chambliss	6	2010	5
Chris%20Chambliss	6	2011	2
Chris%20Chambliss	7	2006	4
Chris%20Chambliss	7	2007	3
Chris%20Chambliss	7	2008	5
Chris%20Chambliss	7	2009	1
Chris%20Chambliss	7	2010	1
Chris%20Chambliss	7	2011	3
Chris%20Chambliss	8	2006	3
Chris%20Chambliss	8	2007	3
Chris%20Chambliss	8	2008	3
Chris%20Chambliss	8	2009	0
Chris%20Chambliss	8	2010	1
Chris%20Chambliss	8	2011	2
Chris%20Chambliss	9	2006	1
Chris%20Chambliss	9	2007	5
Chris%20Chambliss	9	2008	1
Chris%20Chambliss	9	2009	4
Chris%20Chambliss	9	2010	0
Chris%20Chambliss	9	2011	0
Chris%20Chambliss	10	2006	6
Chris%20Chambliss	10	2007	0
Chris%20Chambliss	10	2008	0
Chris%20Chambliss	10	2009	5
Chris%20Chambliss	10	2010	2
Chris%20Chambliss	10	2011	0
Chris%20Chambliss	11	2006	0
Chris%20Chambliss	11	2007	1
Chris%20Chambliss	11	2008	2
Chris%20Chambliss	11	2009	6
Chris%20Chambliss	11	2010	7
Chris%20Chambliss	11	2011	1
Chris%20Chambliss	12	2006	5
Chris%20Chambliss	12	2007	2
Chris%20Chambliss	12	2008	0
Chris%20Chambliss	12	2009	3
Chris%20Chambliss	12	2010	1
Chris%20Chambliss	12	2011	0
Dean%20Chance	1	2006	0
Dean%20Chance	1	2007	1
Dean%20Chance	1	2008	0
Dean%20Chance	1	2009	0
Dean%20Chance	1	2010	0
Dean%20Chance	1	2011	0
Dean%20Chance	2	2006	1
Dean%20Chance	2	2007	1
Dean%20Chance	2	2008	0
Dean%20Chance	2	2009	1
Dean%20Chance	2	2010	0
Dean%20Chance	2	2011	0
Dean%20Chance	3	2006	2
Dean%20Chance	3	2007	0
Dean%20Chance	3	2008	1
Dean%20Chance	3	2009	0
Dean%20Chance	3	2010	0
Dean%20Chance	3	2011	1
Dean%20Chance	4	2006	0
Dean%20Chance	4	2007	2
Dean%20Chance	4	2008	3
Dean%20Chance	4	2009	5
Dean%20Chance	4	2010	0
Dean%20Chance	4	2011	2
Dean%20Chance	5	2006	2
Dean%20Chance	5	2007	2
Dean%20Chance	5	2008	1
Dean%20Chance	5	2009	3
Dean%20Chance	5	2010	0
Dean%20Chance	5	2011	24
Dean%20Chance	6	2006	0
Dean%20Chance	6	2007	1
Dean%20Chance	6	2008	1
Dean%20Chance	6	2009	1
Dean%20Chance	6	2010	3
Dean%20Chance	6	2011	7
Dean%20Chance	7	2006	1
Dean%20Chance	7	2007	3
Dean%20Chance	7	2008	1
Dean%20Chance	7	2009	0
Dean%20Chance	7	2010	0
Dean%20Chance	7	2011	0
Dean%20Chance	8	2006	1
Dean%20Chance	8	2007	2
Dean%20Chance	8	2008	1
Dean%20Chance	8	2009	7
Dean%20Chance	8	2010	0
Dean%20Chance	8	2011	3
Dean%20Chance	9	2006	0
Dean%20Chance	9	2007	2
Dean%20Chance	9	2008	1
Dean%20Chance	9	2009	2
Dean%20Chance	9	2010	1
Dean%20Chance	9	2011	0
Dean%20Chance	10	2006	4
Dean%20Chance	10	2007	3
Dean%20Chance	10	2008	0
Dean%20Chance	10	2009	0
Dean%20Chance	10	2010	2
Dean%20Chance	10	2011	0
Dean%20Chance	11	2006	0
Dean%20Chance	11	2007	1
Dean%20Chance	11	2008	4
Dean%20Chance	11	2009	0
Dean%20Chance	11	2010	3
Dean%20Chance	11	2011	0
Dean%20Chance	12	2006	5
Dean%20Chance	12	2007	0
Dean%20Chance	12	2008	1
Dean%20Chance	12	2009	2
Dean%20Chance	12	2010	1
Dean%20Chance	12	2011	0
Spud%20Chandler	1	2006	1
Spud%20Chandler	1	2007	3
Spud%20Chandler	1	2008	1
Spud%20Chandler	1	2009	0
Spud%20Chandler	1	2010	0
Spud%20Chandler	1	2011	5
Spud%20Chandler	2	2006	1
Spud%20Chandler	2	2007	0
Spud%20Chandler	2	2008	0
Spud%20Chandler	2	2009	0
Spud%20Chandler	2	2010	0
Spud%20Chandler	2	2011	0
Spud%20Chandler	3	2006	3
Spud%20Chandler	3	2007	3
Spud%20Chandler	3	2008	1
Spud%20Chandler	3	2009	1
Spud%20Chandler	3	2010	0
Spud%20Chandler	3	2011	0
Spud%20Chandler	4	2006	0
Spud%20Chandler	4	2007	0
Spud%20Chandler	4	2008	1
Spud%20Chandler	4	2009	4
Spud%20Chandler	4	2010	0
Spud%20Chandler	4	2011	3
Spud%20Chandler	5	2006	3
Spud%20Chandler	5	2007	3
Spud%20Chandler	5	2008	1
Spud%20Chandler	5	2009	1
Spud%20Chandler	5	2010	2
Spud%20Chandler	5	2011	7
Spud%20Chandler	6	2006	1
Spud%20Chandler	6	2007	4
Spud%20Chandler	6	2008	0
Spud%20Chandler	6	2009	0
Spud%20Chandler	6	2010	1
Spud%20Chandler	6	2011	1
Spud%20Chandler	7	2006	4
Spud%20Chandler	7	2007	2
Spud%20Chandler	7	2008	2
Spud%20Chandler	7	2009	1
Spud%20Chandler	7	2010	0
Spud%20Chandler	7	2011	0
Spud%20Chandler	8	2006	1
Spud%20Chandler	8	2007	2
Spud%20Chandler	8	2008	6
Spud%20Chandler	8	2009	2
Spud%20Chandler	8	2010	1
Spud%20Chandler	8	2011	2
Spud%20Chandler	9	2006	1
Spud%20Chandler	9	2007	4
Spud%20Chandler	9	2008	1
Spud%20Chandler	9	2009	1
Spud%20Chandler	9	2010	4
Spud%20Chandler	9	2011	0
Spud%20Chandler	10	2006	0
Spud%20Chandler	10	2007	2
Spud%20Chandler	10	2008	1
Spud%20Chandler	10	2009	1
Spud%20Chandler	10	2010	6
Spud%20Chandler	10	2011	0
Spud%20Chandler	11	2006	0
Spud%20Chandler	11	2007	0
Spud%20Chandler	11	2008	1
Spud%20Chandler	11	2009	1
Spud%20Chandler	11	2010	0
Spud%20Chandler	11	2011	0
Spud%20Chandler	12	2006	6
Spud%20Chandler	12	2007	1
Spud%20Chandler	12	2008	2
Spud%20Chandler	12	2009	1
Spud%20Chandler	12	2010	0
Spud%20Chandler	12	2011	0
Sam%20Chapman	1	2006	0
Sam%20Chapman	1	2007	1
Sam%20Chapman	1	2008	3
Sam%20Chapman	1	2009	0
Sam%20Chapman	1	2010	1
Sam%20Chapman	1	2011	0
Sam%20Chapman	2	2006	3
Sam%20Chapman	2	2007	3
Sam%20Chapman	2	2008	1
Sam%20Chapman	2	2009	3
Sam%20Chapman	2	2010	0
Sam%20Chapman	2	2011	0
Sam%20Chapman	3	2006	0
Sam%20Chapman	3	2007	0
Sam%20Chapman	3	2008	2
Sam%20Chapman	3	2009	0
Sam%20Chapman	3	2010	1
Sam%20Chapman	3	2011	1
Sam%20Chapman	4	2006	3
Sam%20Chapman	4	2007	3
Sam%20Chapman	4	2008	0
Sam%20Chapman	4	2009	1
Sam%20Chapman	4	2010	0
Sam%20Chapman	4	2011	0
Sam%20Chapman	5	2006	1
Sam%20Chapman	5	2007	0
Sam%20Chapman	5	2008	0
Sam%20Chapman	5	2009	0
Sam%20Chapman	5	2010	3
Sam%20Chapman	5	2011	0
Sam%20Chapman	6	2006	3
Sam%20Chapman	6	2007	2
Sam%20Chapman	6	2008	0
Sam%20Chapman	6	2009	1
Sam%20Chapman	6	2010	1
Sam%20Chapman	6	2011	2
Sam%20Chapman	7	2006	0
Sam%20Chapman	7	2007	3
Sam%20Chapman	7	2008	1
Sam%20Chapman	7	2009	0
Sam%20Chapman	7	2010	0
Sam%20Chapman	7	2011	1
Sam%20Chapman	8	2006	2
Sam%20Chapman	8	2007	3
Sam%20Chapman	8	2008	5
Sam%20Chapman	8	2009	0
Sam%20Chapman	8	2010	0
Sam%20Chapman	8	2011	0
Sam%20Chapman	9	2006	1
Sam%20Chapman	9	2007	1
Sam%20Chapman	9	2008	3
Sam%20Chapman	9	2009	1
Sam%20Chapman	9	2010	2
Sam%20Chapman	9	2011	0
Sam%20Chapman	10	2006	3
Sam%20Chapman	10	2007	0
Sam%20Chapman	10	2008	0
Sam%20Chapman	10	2009	0
Sam%20Chapman	10	2010	2
Sam%20Chapman	10	2011	0
Sam%20Chapman	11	2006	0
Sam%20Chapman	11	2007	0
Sam%20Chapman	11	2008	1
Sam%20Chapman	11	2009	1
Sam%20Chapman	11	2010	1
Sam%20Chapman	11	2011	2
Sam%20Chapman	12	2006	14
Sam%20Chapman	12	2007	1
Sam%20Chapman	12	2008	0
Sam%20Chapman	12	2009	2
Sam%20Chapman	12	2010	0
Sam%20Chapman	12	2011	1
Russ%20Christopher	1	2006	0
Russ%20Christopher	1	2007	0
Russ%20Christopher	1	2008	0
Russ%20Christopher	1	2009	0
Russ%20Christopher	1	2010	0
Russ%20Christopher	1	2011	0
Russ%20Christopher	2	2006	0
Russ%20Christopher	2	2007	1
Russ%20Christopher	2	2008	0
Russ%20Christopher	2	2009	1
Russ%20Christopher	2	2010	0
Russ%20Christopher	2	2011	0
Russ%20Christopher	3	2006	0
Russ%20Christopher	3	2007	0
Russ%20Christopher	3	2008	0
Russ%20Christopher	3	2009	0
Russ%20Christopher	3	2010	0
Russ%20Christopher	3	2011	1
Russ%20Christopher	4	2006	0
Russ%20Christopher	4	2007	1
Russ%20Christopher	4	2008	0
Russ%20Christopher	4	2009	0
Russ%20Christopher	4	2010	0
Russ%20Christopher	4	2011	2
Russ%20Christopher	5	2006	0
Russ%20Christopher	5	2007	0
Russ%20Christopher	5	2008	1
Russ%20Christopher	5	2009	0
Russ%20Christopher	5	2010	1
Russ%20Christopher	5	2011	0
Russ%20Christopher	6	2006	0
Russ%20Christopher	6	2007	0
Russ%20Christopher	6	2008	0
Russ%20Christopher	6	2009	0
Russ%20Christopher	6	2010	0
Russ%20Christopher	6	2011	3
Russ%20Christopher	7	2006	0
Russ%20Christopher	7	2007	1
Russ%20Christopher	7	2008	1
Russ%20Christopher	7	2009	0
Russ%20Christopher	7	2010	0
Russ%20Christopher	7	2011	0
Russ%20Christopher	8	2006	0
Russ%20Christopher	8	2007	1
Russ%20Christopher	8	2008	2
Russ%20Christopher	8	2009	0
Russ%20Christopher	8	2010	0
Russ%20Christopher	8	2011	2
Russ%20Christopher	9	2006	0
Russ%20Christopher	9	2007	1
Russ%20Christopher	9	2008	1
Russ%20Christopher	9	2009	0
Russ%20Christopher	9	2010	0
Russ%20Christopher	9	2011	0
Russ%20Christopher	10	2006	4
Russ%20Christopher	10	2007	0
Russ%20Christopher	10	2008	0
Russ%20Christopher	10	2009	0
Russ%20Christopher	10	2010	2
Russ%20Christopher	10	2011	0
Russ%20Christopher	11	2006	2
Russ%20Christopher	11	2007	2
Russ%20Christopher	11	2008	0
Russ%20Christopher	11	2009	0
Russ%20Christopher	11	2010	25
Russ%20Christopher	11	2011	0
Russ%20Christopher	12	2006	1
Russ%20Christopher	12	2007	0
Russ%20Christopher	12	2008	2
Russ%20Christopher	12	2009	2
Russ%20Christopher	12	2010	9
Russ%20Christopher	12	2011	0
Gino%20Cimoli	1	2006	0
Gino%20Cimoli	1	2007	1
Gino%20Cimoli	1	2008	0
Gino%20Cimoli	1	2009	0
Gino%20Cimoli	1	2010	1
Gino%20Cimoli	1	2011	4
Gino%20Cimoli	2	2006	0
Gino%20Cimoli	2	2007	1
Gino%20Cimoli	2	2008	0
Gino%20Cimoli	2	2009	1
Gino%20Cimoli	2	2010	0
Gino%20Cimoli	2	2011	17
Gino%20Cimoli	3	2006	0
Gino%20Cimoli	3	2007	1
Gino%20Cimoli	3	2008	0
Gino%20Cimoli	3	2009	0
Gino%20Cimoli	3	2010	1
Gino%20Cimoli	3	2011	1
Gino%20Cimoli	4	2006	0
Gino%20Cimoli	4	2007	0
Gino%20Cimoli	4	2008	3
Gino%20Cimoli	4	2009	1
Gino%20Cimoli	4	2010	0
Gino%20Cimoli	4	2011	0
Gino%20Cimoli	5	2006	3
Gino%20Cimoli	5	2007	0
Gino%20Cimoli	5	2008	2
Gino%20Cimoli	5	2009	0
Gino%20Cimoli	5	2010	1
Gino%20Cimoli	5	2011	1
Gino%20Cimoli	6	2006	3
Gino%20Cimoli	6	2007	0
Gino%20Cimoli	6	2008	1
Gino%20Cimoli	6	2009	0
Gino%20Cimoli	6	2010	0
Gino%20Cimoli	6	2011	2
Gino%20Cimoli	7	2006	2
Gino%20Cimoli	7	2007	3
Gino%20Cimoli	7	2008	0
Gino%20Cimoli	7	2009	0
Gino%20Cimoli	7	2010	0
Gino%20Cimoli	7	2011	1
Gino%20Cimoli	8	2006	1
Gino%20Cimoli	8	2007	4
Gino%20Cimoli	8	2008	3
Gino%20Cimoli	8	2009	2
Gino%20Cimoli	8	2010	0
Gino%20Cimoli	8	2011	0
Gino%20Cimoli	9	2006	0
Gino%20Cimoli	9	2007	2
Gino%20Cimoli	9	2008	1
Gino%20Cimoli	9	2009	1
Gino%20Cimoli	9	2010	0
Gino%20Cimoli	9	2011	0
Gino%20Cimoli	10	2006	0
Gino%20Cimoli	10	2007	1
Gino%20Cimoli	10	2008	0
Gino%20Cimoli	10	2009	0
Gino%20Cimoli	10	2010	2
Gino%20Cimoli	10	2011	0
Gino%20Cimoli	11	2006	0
Gino%20Cimoli	11	2007	0
Gino%20Cimoli	11	2008	0
Gino%20Cimoli	11	2009	0
Gino%20Cimoli	11	2010	0
Gino%20Cimoli	11	2011	0
Gino%20Cimoli	12	2006	1
Gino%20Cimoli	12	2007	0
Gino%20Cimoli	12	2008	1
Gino%20Cimoli	12	2009	4
Gino%20Cimoli	12	2010	0
Gino%20Cimoli	12	2011	0
Jim%20Clancy	1	2006	0
Jim%20Clancy	1	2007	0
Jim%20Clancy	1	2008	1
Jim%20Clancy	1	2009	1
Jim%20Clancy	1	2010	0
Jim%20Clancy	1	2011	0
Jim%20Clancy	2	2006	0
Jim%20Clancy	2	2007	0
Jim%20Clancy	2	2008	0
Jim%20Clancy	2	2009	0
Jim%20Clancy	2	2010	0
Jim%20Clancy	2	2011	0
Jim%20Clancy	3	2006	0
Jim%20Clancy	3	2007	0
Jim%20Clancy	3	2008	1
Jim%20Clancy	3	2009	0
Jim%20Clancy	3	2010	0
Jim%20Clancy	3	2011	0
Jim%20Clancy	4	2006	0
Jim%20Clancy	4	2007	1
Jim%20Clancy	4	2008	0
Jim%20Clancy	4	2009	0
Jim%20Clancy	4	2010	0
Jim%20Clancy	4	2011	0
Jim%20Clancy	5	2006	0
Jim%20Clancy	5	2007	0
Jim%20Clancy	5	2008	0
Jim%20Clancy	5	2009	0
Jim%20Clancy	5	2010	0
Jim%20Clancy	5	2011	0
Jim%20Clancy	6	2006	0
Jim%20Clancy	6	2007	0
Jim%20Clancy	6	2008	0
Jim%20Clancy	6	2009	0
Jim%20Clancy	6	2010	0
Jim%20Clancy	6	2011	0
Jim%20Clancy	7	2006	0
Jim%20Clancy	7	2007	0
Jim%20Clancy	7	2008	0
Jim%20Clancy	7	2009	0
Jim%20Clancy	7	2010	0
Jim%20Clancy	7	2011	0
Jim%20Clancy	8	2006	0
Jim%20Clancy	8	2007	0
Jim%20Clancy	8	2008	0
Jim%20Clancy	8	2009	0
Jim%20Clancy	8	2010	0
Jim%20Clancy	8	2011	0
Jim%20Clancy	9	2006	0
Jim%20Clancy	9	2007	1
Jim%20Clancy	9	2008	0
Jim%20Clancy	9	2009	0
Jim%20Clancy	9	2010	0
Jim%20Clancy	9	2011	0
Jim%20Clancy	10	2006	1
Jim%20Clancy	10	2007	0
Jim%20Clancy	10	2008	1
Jim%20Clancy	10	2009	0
Jim%20Clancy	10	2010	0
Jim%20Clancy	10	2011	0
Jim%20Clancy	11	2006	0
Jim%20Clancy	11	2007	0
Jim%20Clancy	11	2008	0
Jim%20Clancy	11	2009	0
Jim%20Clancy	11	2010	0
Jim%20Clancy	11	2011	0
Jim%20Clancy	12	2006	0
Jim%20Clancy	12	2007	0
Jim%20Clancy	12	2008	0
Jim%20Clancy	12	2009	0
Jim%20Clancy	12	2010	0
Jim%20Clancy	12	2011	0
Jack%20Clark	1	2006	1
Jack%20Clark	1	2007	0
Jack%20Clark	1	2008	0
Jack%20Clark	1	2009	0
Jack%20Clark	1	2010	0
Jack%20Clark	1	2011	0
Jack%20Clark	2	2006	0
Jack%20Clark	2	2007	0
Jack%20Clark	2	2008	0
Jack%20Clark	2	2009	0
Jack%20Clark	2	2010	0
Jack%20Clark	2	2011	2
Jack%20Clark	3	2006	0
Jack%20Clark	3	2007	0
Jack%20Clark	3	2008	0
Jack%20Clark	3	2009	0
Jack%20Clark	3	2010	0
Jack%20Clark	3	2011	0
Jack%20Clark	4	2006	1
Jack%20Clark	4	2007	0
Jack%20Clark	4	2008	0
Jack%20Clark	4	2009	0
Jack%20Clark	4	2010	0
Jack%20Clark	4	2011	0
Jack%20Clark	5	2006	0
Jack%20Clark	5	2007	0
Jack%20Clark	5	2008	0
Jack%20Clark	5	2009	0
Jack%20Clark	5	2010	0
Jack%20Clark	5	2011	7
Jack%20Clark	6	2006	0
Jack%20Clark	6	2007	2
Jack%20Clark	6	2008	0
Jack%20Clark	6	2009	1
Jack%20Clark	6	2010	0
Jack%20Clark	6	2011	0
Jack%20Clark	7	2006	0
Jack%20Clark	7	2007	0
Jack%20Clark	7	2008	0
Jack%20Clark	7	2009	0
Jack%20Clark	7	2010	0
Jack%20Clark	7	2011	0
Jack%20Clark	8	2006	0
Jack%20Clark	8	2007	1
Jack%20Clark	8	2008	3
Jack%20Clark	8	2009	0
Jack%20Clark	8	2010	1
Jack%20Clark	8	2011	0
Jack%20Clark	9	2006	1
Jack%20Clark	9	2007	0
Jack%20Clark	9	2008	0
Jack%20Clark	9	2009	0
Jack%20Clark	9	2010	0
Jack%20Clark	9	2011	1
Jack%20Clark	10	2006	0
Jack%20Clark	10	2007	0
Jack%20Clark	10	2008	0
Jack%20Clark	10	2009	0
Jack%20Clark	10	2010	0
Jack%20Clark	10	2011	0
Jack%20Clark	11	2006	0
Jack%20Clark	11	2007	0
Jack%20Clark	11	2008	1
Jack%20Clark	11	2009	1
Jack%20Clark	11	2010	0
Jack%20Clark	11	2011	0
Jack%20Clark	12	2006	0
Jack%20Clark	12	2007	1
Jack%20Clark	12	2008	0
Jack%20Clark	12	2009	0
Jack%20Clark	12	2010	0
Jack%20Clark	12	2011	1
Will%20Clark	1	2006	11
Will%20Clark	1	2007	14
Will%20Clark	1	2008	2
Will%20Clark	1	2009	45
Will%20Clark	1	2010	3
Will%20Clark	1	2011	4
Will%20Clark	2	2006	11
Will%20Clark	2	2007	6
Will%20Clark	2	2008	5
Will%20Clark	2	2009	10
Will%20Clark	2	2010	2
Will%20Clark	2	2011	0
Will%20Clark	3	2006	2
Will%20Clark	3	2007	1
Will%20Clark	3	2008	3
Will%20Clark	3	2009	5
Will%20Clark	3	2010	2
Will%20Clark	3	2011	0
Will%20Clark	4	2006	3
Will%20Clark	4	2007	4
Will%20Clark	4	2008	6
Will%20Clark	4	2009	2
Will%20Clark	4	2010	26
Will%20Clark	4	2011	6
Will%20Clark	5	2006	3
Will%20Clark	5	2007	4
Will%20Clark	5	2008	10
Will%20Clark	5	2009	5
Will%20Clark	5	2010	1
Will%20Clark	5	2011	1
Will%20Clark	6	2006	5
Will%20Clark	6	2007	3
Will%20Clark	6	2008	1
Will%20Clark	6	2009	2
Will%20Clark	6	2010	14
Will%20Clark	6	2011	2
Will%20Clark	7	2006	8
Will%20Clark	7	2007	22
Will%20Clark	7	2008	9
Will%20Clark	7	2009	2
Will%20Clark	7	2010	8
Will%20Clark	7	2011	7
Will%20Clark	8	2006	5
Will%20Clark	8	2007	8
Will%20Clark	8	2008	9
Will%20Clark	8	2009	5
Will%20Clark	8	2010	2
Will%20Clark	8	2011	5
Will%20Clark	9	2006	8
Will%20Clark	9	2007	7
Will%20Clark	9	2008	2
Will%20Clark	9	2009	4
Will%20Clark	9	2010	0
Will%20Clark	9	2011	3
Will%20Clark	10	2006	1
Will%20Clark	10	2007	10
Will%20Clark	10	2008	4
Will%20Clark	10	2009	2
Will%20Clark	10	2010	5
Will%20Clark	10	2011	1
Will%20Clark	11	2006	8
Will%20Clark	11	2007	3
Will%20Clark	11	2008	7
Will%20Clark	11	2009	2
Will%20Clark	11	2010	5
Will%20Clark	11	2011	1
Will%20Clark	12	2006	12
Will%20Clark	12	2007	2
Will%20Clark	12	2008	3
Will%20Clark	12	2009	1
Will%20Clark	12	2010	0
Will%20Clark	12	2011	0
Mark%20Clear	1	2006	0
Mark%20Clear	1	2007	0
Mark%20Clear	1	2008	0
Mark%20Clear	1	2009	0
Mark%20Clear	1	2010	0
Mark%20Clear	1	2011	0
Mark%20Clear	2	2006	1
Mark%20Clear	2	2007	0
Mark%20Clear	2	2008	0
Mark%20Clear	2	2009	0
Mark%20Clear	2	2010	0
Mark%20Clear	2	2011	0
Mark%20Clear	3	2006	0
Mark%20Clear	3	2007	0
Mark%20Clear	3	2008	0
Mark%20Clear	3	2009	1
Mark%20Clear	3	2010	1
Mark%20Clear	3	2011	0
Mark%20Clear	4	2006	0
Mark%20Clear	4	2007	0
Mark%20Clear	4	2008	0
Mark%20Clear	4	2009	0
Mark%20Clear	4	2010	0
Mark%20Clear	4	2011	1
Mark%20Clear	5	2006	1
Mark%20Clear	5	2007	1
Mark%20Clear	5	2008	4
Mark%20Clear	5	2009	0
Mark%20Clear	5	2010	1
Mark%20Clear	5	2011	0
Mark%20Clear	6	2006	0
Mark%20Clear	6	2007	4
Mark%20Clear	6	2008	0
Mark%20Clear	6	2009	1
Mark%20Clear	6	2010	0
Mark%20Clear	6	2011	1
Mark%20Clear	7	2006	0
Mark%20Clear	7	2007	4
Mark%20Clear	7	2008	1
Mark%20Clear	7	2009	0
Mark%20Clear	7	2010	0
Mark%20Clear	7	2011	0
Mark%20Clear	8	2006	0
Mark%20Clear	8	2007	0
Mark%20Clear	8	2008	2
Mark%20Clear	8	2009	0
Mark%20Clear	8	2010	0
Mark%20Clear	8	2011	0
Mark%20Clear	9	2006	0
Mark%20Clear	9	2007	0
Mark%20Clear	9	2008	1
Mark%20Clear	9	2009	1
Mark%20Clear	9	2010	0
Mark%20Clear	9	2011	1
Mark%20Clear	10	2006	0
Mark%20Clear	10	2007	1
Mark%20Clear	10	2008	0
Mark%20Clear	10	2009	0
Mark%20Clear	10	2010	2
Mark%20Clear	10	2011	0
Mark%20Clear	11	2006	0
Mark%20Clear	11	2007	0
Mark%20Clear	11	2008	0
Mark%20Clear	11	2009	0
Mark%20Clear	11	2010	1
Mark%20Clear	11	2011	1
Mark%20Clear	12	2006	4
Mark%20Clear	12	2007	0
Mark%20Clear	12	2008	0
Mark%20Clear	12	2009	2
Mark%20Clear	12	2010	0
Mark%20Clear	12	2011	0
Roberto%20Clemente	1	2006	26
Roberto%20Clemente	1	2007	43
Roberto%20Clemente	1	2008	77
Roberto%20Clemente	1	2009	50
Roberto%20Clemente	1	2010	2
Roberto%20Clemente	1	2011	18
Roberto%20Clemente	2	2006	15
Roberto%20Clemente	2	2007	52
Roberto%20Clemente	2	2008	71
Roberto%20Clemente	2	2009	46
Roberto%20Clemente	2	2010	5
Roberto%20Clemente	2	2011	42
Roberto%20Clemente	3	2006	17
Roberto%20Clemente	3	2007	77
Roberto%20Clemente	3	2008	43
Roberto%20Clemente	3	2009	5
Roberto%20Clemente	3	2010	3
Roberto%20Clemente	3	2011	14
Roberto%20Clemente	4	2006	19
Roberto%20Clemente	4	2007	44
Roberto%20Clemente	4	2008	75
Roberto%20Clemente	4	2009	2
Roberto%20Clemente	4	2010	3
Roberto%20Clemente	4	2011	19
Roberto%20Clemente	5	2006	43
Roberto%20Clemente	5	2007	60
Roberto%20Clemente	5	2008	63
Roberto%20Clemente	5	2009	21
Roberto%20Clemente	5	2010	6
Roberto%20Clemente	5	2011	13
Roberto%20Clemente	6	2006	15
Roberto%20Clemente	6	2007	24
Roberto%20Clemente	6	2008	7
Roberto%20Clemente	6	2009	10
Roberto%20Clemente	6	2010	9
Roberto%20Clemente	6	2011	7
Roberto%20Clemente	7	2006	38
Roberto%20Clemente	7	2007	24
Roberto%20Clemente	7	2008	15
Roberto%20Clemente	7	2009	14
Roberto%20Clemente	7	2010	2
Roberto%20Clemente	7	2011	9
Roberto%20Clemente	8	2006	13
Roberto%20Clemente	8	2007	20
Roberto%20Clemente	8	2008	22
Roberto%20Clemente	8	2009	27
Roberto%20Clemente	8	2010	7
Roberto%20Clemente	8	2011	11
Roberto%20Clemente	9	2006	11
Roberto%20Clemente	9	2007	66
Roberto%20Clemente	9	2008	85
Roberto%20Clemente	9	2009	45
Roberto%20Clemente	9	2010	2
Roberto%20Clemente	9	2011	32
Roberto%20Clemente	10	2006	69
Roberto%20Clemente	10	2007	113
Roberto%20Clemente	10	2008	103
Roberto%20Clemente	10	2009	73
Roberto%20Clemente	10	2010	21
Roberto%20Clemente	10	2011	56
Roberto%20Clemente	11	2006	51
Roberto%20Clemente	11	2007	94
Roberto%20Clemente	11	2008	43
